head	lemma	derivation	category	model	method	max
H1	tu	tu	dhaatu	orginal	orginal	1
H1	tu	tu	dhaatu	LaBSE	k_hop	5
H1	tu	tu	dhaatu	LaBSE	hac	1
H1	tu	tu	dhaatu	LaBSE	louvain	5
H1	tu	tu	dhaatu	LaBSE	leiden	5
H1	tu	tu/	avyaya	orginal	orginal	12
H1	tu	tu/	avyaya	LaBSE	k_hop	5
H1	tu	tu/	avyaya	LaBSE	hac	4
H1	tu	tu/	avyaya	LaBSE	louvain	7
H1	tu	tu/	avyaya	LaBSE	leiden	7
H1	uttara	u/t-tara	cpd-praatipadika	orginal	orginal	2
H1	uttara	u/t-tara	cpd-praatipadika	LaBSE	k_hop	1
H1	uttara	u/t-tara	cpd-praatipadika	LaBSE	hac	1
H1	uttara	u/t-tara	cpd-praatipadika	LaBSE	louvain	1
H1	uttara	u/t-tara	cpd-praatipadika	LaBSE	leiden	1
H1	uttara	u/ttara	praatipadika	orginal	orginal	27
H1	uttara	u/ttara	praatipadika	LaBSE	k_hop	19
H1	uttara	u/ttara	praatipadika	LaBSE	hac	4
H1	uttara	u/ttara	praatipadika	LaBSE	louvain	21
H1	uttara	u/ttara	praatipadika	LaBSE	leiden	21
H1	vac	vac	dhaatu	orginal	orginal	1
H1	vac	vac	dhaatu	LaBSE	k_hop	5
H1	vac	vac	dhaatu	LaBSE	hac	1
H1	vac	vac	dhaatu	LaBSE	louvain	6
H1	vac	vac	dhaatu	LaBSE	leiden	7
H1	yoga	yo/ga	praatipadika	orginal	orginal	38
H1	yoga	yo/ga	praatipadika	LaBSE	k_hop	47
H1	yoga	yo/ga	praatipadika	LaBSE	hac	12
H1	yoga	yo/ga	praatipadika	LaBSE	louvain	40
H1	yoga	yo/ga	praatipadika	LaBSE	leiden	39
H1	yuj	yu/j	dhaatu	orginal	orginal	10
H1	yuj	yu/j	dhaatu	LaBSE	k_hop	10
H1	yuj	yu/j	dhaatu	LaBSE	hac	5
H1	yuj	yu/j	dhaatu	LaBSE	louvain	10
H1	yuj	yu/j	dhaatu	LaBSE	leiden	10
H1	yuj	yuj	dhaatu	orginal	orginal	1
H1	yuj	yuj	dhaatu	LaBSE	k_hop	18
H1	yuj	yuj	dhaatu	LaBSE	hac	2
H1	yuj	yuj	dhaatu	LaBSE	louvain	15
H1	yuj	yuj	dhaatu	LaBSE	leiden	16
H1	BAva	BAva/	praatipadika	orginal	orginal	30
H1	BAva	BAva/	praatipadika	Paraphrase_mini	k_hop	9
H1	BAva	BAva/	praatipadika	Paraphrase_mini	hac	46
H1	BAva	BAva/	praatipadika	Paraphrase_mini	louvain	9
H1	BAva	BAva/	praatipadika	Paraphrase_mini	leiden	8
H1	BU	BU	dhaatu	orginal	orginal	2
H1	BU	BU	dhaatu	Paraphrase_mini	k_hop	2
H1	BU	BU	dhaatu	Paraphrase_mini	hac	2
H1	BU	BU	dhaatu	Paraphrase_mini	louvain	2
H1	BU	BU	dhaatu	Paraphrase_mini	leiden	2
H1	BU	BU/	dhaatu	orginal	orginal	14
H1	BU	BU/	dhaatu	Paraphrase_mini	k_hop	3
H1	BU	BU/	dhaatu	Paraphrase_mini	hac	15
H1	BU	BU/	dhaatu	Paraphrase_mini	louvain	3
H1	BU	BU/	dhaatu	Paraphrase_mini	leiden	5
H1	Darma	Da/rma	praatipadika	orginal	orginal	27
H1	Darma	Da/rma	praatipadika	Paraphrase_mini	k_hop	7
H1	Darma	Da/rma	praatipadika	Paraphrase_mini	hac	32
H1	Darma	Da/rma	praatipadika	Paraphrase_mini	louvain	6
H1	Darma	Da/rma	praatipadika	Paraphrase_mini	leiden	6
H1	Darma	Darma	naama-dhaatu	orginal	orginal	1
H1	Darma	Darma	naama-dhaatu	Paraphrase_mini	k_hop	2
H1	Darma	Darma	naama-dhaatu	Paraphrase_mini	hac	2
H1	Darma	Darma	naama-dhaatu	Paraphrase_mini	louvain	2
H1	Darma	Darma	naama-dhaatu	Paraphrase_mini	leiden	2
H1	agra	a/gra	praatipadika	orginal	orginal	15
H1	agra	a/gra	praatipadika	Paraphrase_mini	k_hop	4
H1	agra	a/gra	praatipadika	Paraphrase_mini	hac	19
H1	agra	a/gra	praatipadika	Paraphrase_mini	louvain	6
H1	agra	a/gra	praatipadika	Paraphrase_mini	leiden	9
H1	agra	agra	praatipadika	orginal	orginal	1
H1	agra	agra	praatipadika	Paraphrase_mini	k_hop	1
H1	agra	agra	praatipadika	Paraphrase_mini	hac	1
H1	agra	agra	praatipadika	Paraphrase_mini	louvain	1
H1	agra	agra	praatipadika	Paraphrase_mini	leiden	1
H1	arTa	a/rTa	praatipadika	orginal	orginal	15
H1	arTa	a/rTa	praatipadika	Paraphrase_mini	k_hop	6
H1	arTa	a/rTa	praatipadika	Paraphrase_mini	hac	22
H1	arTa	a/rTa	praatipadika	Paraphrase_mini	louvain	6
H1	arTa	a/rTa	praatipadika	Paraphrase_mini	leiden	9
H1	banD	banD	dhaatu	orginal	orginal	1
H1	banD	banD	dhaatu	Paraphrase_mini	k_hop	10
H1	banD	banD	dhaatu	Paraphrase_mini	hac	44
H1	banD	banD	dhaatu	Paraphrase_mini	louvain	7
H1	banD	banD	dhaatu	Paraphrase_mini	leiden	8
H1	brahman	bra/hman	praatipadika	orginal	orginal	11
H1	brahman	bra/hman	praatipadika	Paraphrase_mini	k_hop	6
H1	brahman	bra/hman	praatipadika	Paraphrase_mini	hac	14
H1	brahman	bra/hman	praatipadika	Paraphrase_mini	louvain	7
H1	brahman	bra/hman	praatipadika	Paraphrase_mini	leiden	7
H1	brahman	brahma/n	praatipadika	orginal	orginal	16
H1	brahman	brahma/n	praatipadika	Paraphrase_mini	k_hop	3
H1	brahman	brahma/n	praatipadika	Paraphrase_mini	hac	17
H1	brahman	brahma/n	praatipadika	Paraphrase_mini	louvain	3
H1	brahman	brahma/n	praatipadika	Paraphrase_mini	leiden	4
H1	citra	citra	praatipadika	orginal	orginal	1
H1	citra	citra	praatipadika	Paraphrase_mini	k_hop	2
H1	citra	citra	praatipadika	Paraphrase_mini	hac	2
H1	citra	citra	praatipadika	Paraphrase_mini	louvain	2
H1	citra	citra	praatipadika	Paraphrase_mini	leiden	2
H1	citra	citra/	praatipadika	orginal	orginal	33
H1	citra	citra/	praatipadika	Paraphrase_mini	k_hop	7
H1	citra	citra/	praatipadika	Paraphrase_mini	hac	33
H1	citra	citra/	praatipadika	Paraphrase_mini	louvain	10
H1	citra	citra/	praatipadika	Paraphrase_mini	leiden	11
H1	dfS	df/S	praatipadika	orginal	orginal	7
H1	dfS	df/S	praatipadika	Paraphrase_mini	k_hop	1
H1	dfS	df/S	praatipadika	Paraphrase_mini	hac	6
H1	dfS	df/S	praatipadika	Paraphrase_mini	louvain	2
H1	dfS	df/S	praatipadika	Paraphrase_mini	leiden	4
H1	dfS	dfS	praatipadika	orginal	orginal	1
H1	dfS	dfS	praatipadika	Paraphrase_mini	k_hop	2
H1	dfS	dfS	praatipadika	Paraphrase_mini	hac	16
H1	dfS	dfS	praatipadika	Paraphrase_mini	louvain	3
H1	dfS	dfS	praatipadika	Paraphrase_mini	leiden	7
H1	eka	e/ka	praatipadika	orginal	orginal	12
H1	eka	e/ka	praatipadika	Paraphrase_mini	k_hop	3
H1	eka	e/ka	praatipadika	Paraphrase_mini	hac	17
H1	eka	e/ka	praatipadika	Paraphrase_mini	louvain	4
H1	eka	e/ka	praatipadika	Paraphrase_mini	leiden	7
H1	eva	e/va	praatipadika	orginal	orginal	5
H1	eva	e/va	praatipadika	Paraphrase_mini	k_hop	2
H1	eva	e/va	praatipadika	Paraphrase_mini	hac	8
H1	eva	e/va	praatipadika	Paraphrase_mini	louvain	3
H1	eva	e/va	praatipadika	Paraphrase_mini	leiden	6
H1	eva	eva/	avyaya	orginal	orginal	4
H1	eva	eva/	avyaya	Paraphrase_mini	k_hop	1
H1	eva	eva/	avyaya	Paraphrase_mini	hac	8
H1	eva	eva/	avyaya	Paraphrase_mini	louvain	2
H1	eva	eva/	avyaya	Paraphrase_mini	leiden	6
H1	gam	gam	dhaatu	orginal	orginal	1
H1	gam	gam	dhaatu	Paraphrase_mini	k_hop	6
H1	gam	gam	dhaatu	Paraphrase_mini	hac	32
H1	gam	gam	dhaatu	Paraphrase_mini	louvain	5
H1	gam	gam	dhaatu	Paraphrase_mini	leiden	8
H1	grah	grah	dhaatu	orginal	orginal	1
H1	grah	grah	dhaatu	Paraphrase_mini	k_hop	4
H1	grah	grah	dhaatu	Paraphrase_mini	hac	34
H1	grah	grah	dhaatu	Paraphrase_mini	louvain	5
H1	grah	grah	dhaatu	Paraphrase_mini	leiden	9
H1	han	han	dhaatu	orginal	orginal	1
H1	han	han	dhaatu	Paraphrase_mini	k_hop	1
H1	han	han	dhaatu	Paraphrase_mini	hac	2
H1	han	han	dhaatu	Paraphrase_mini	louvain	1
H1	han	han	dhaatu	Paraphrase_mini	leiden	1
H1	han	han	naama-dhaatu	orginal	orginal	1
H1	han	han	naama-dhaatu	Paraphrase_mini	k_hop	2
H1	han	han	naama-dhaatu	Paraphrase_mini	hac	16
H1	han	han	naama-dhaatu	Paraphrase_mini	louvain	3
H1	han	han	naama-dhaatu	Paraphrase_mini	leiden	5
H1	hari	ha/ri	praatipadika	orginal	orginal	31
H1	hari	ha/ri	praatipadika	Paraphrase_mini	k_hop	10
H1	hari	ha/ri	praatipadika	Paraphrase_mini	hac	31
H1	hari	ha/ri	praatipadika	Paraphrase_mini	louvain	7
H1	hari	ha/ri	praatipadika	Paraphrase_mini	leiden	7
H1	hari	hari	praatipadika	orginal	orginal	2
H1	hari	hari	praatipadika	Paraphrase_mini	k_hop	2
H1	hari	hari	praatipadika	Paraphrase_mini	hac	2
H1	hari	hari	praatipadika	Paraphrase_mini	louvain	2
H1	hari	hari	praatipadika	Paraphrase_mini	leiden	2
H1	hi	hi	dhaatu	orginal	orginal	1
H1	hi	hi	dhaatu	Paraphrase_mini	k_hop	2
H1	hi	hi	dhaatu	Paraphrase_mini	hac	10
H1	hi	hi	dhaatu	Paraphrase_mini	louvain	4
H1	hi	hi	dhaatu	Paraphrase_mini	leiden	5
H1	hi	hi/	avyaya	orginal	orginal	1
H1	hi	hi/	avyaya	Paraphrase_mini	k_hop	2
H1	hi	hi/	avyaya	Paraphrase_mini	hac	2
H1	hi	hi/	avyaya	Paraphrase_mini	louvain	2
H1	hi	hi/	avyaya	Paraphrase_mini	leiden	2
H1	hi	hi/	dhaatu	orginal	orginal	2
H1	hi	hi/	dhaatu	Paraphrase_mini	k_hop	3
H1	hi	hi/	dhaatu	Paraphrase_mini	hac	6
H1	hi	hi/	dhaatu	Paraphrase_mini	louvain	3
H1	hi	hi/	dhaatu	Paraphrase_mini	leiden	5
H1	kAla	kAla	praatipadika	orginal	orginal	25
H1	kAla	kAla	praatipadika	Paraphrase_mini	k_hop	6
H1	kAla	kAla	praatipadika	Paraphrase_mini	hac	18
H1	kAla	kAla	praatipadika	Paraphrase_mini	louvain	6
H1	kAla	kAla	praatipadika	Paraphrase_mini	leiden	7
H1	kAla	kAla/	praatipadika	orginal	orginal	13
H1	kAla	kAla/	praatipadika	Paraphrase_mini	k_hop	2
H1	kAla	kAla/	praatipadika	Paraphrase_mini	hac	10
H1	kAla	kAla/	praatipadika	Paraphrase_mini	louvain	4
H1	kAla	kAla/	praatipadika	Paraphrase_mini	leiden	4
H1	karman	ka/rman	praatipadika	orginal	orginal	12
H1	karman	ka/rman	praatipadika	Paraphrase_mini	k_hop	3
H1	karman	ka/rman	praatipadika	Paraphrase_mini	hac	16
H1	karman	ka/rman	praatipadika	Paraphrase_mini	louvain	5
H1	karman	ka/rman	praatipadika	Paraphrase_mini	leiden	7
H1	kavi	kav	praatipadika	orginal	orginal	4
H1	kavi	kav	praatipadika	Paraphrase_mini	k_hop	3
H1	kavi	kav	praatipadika	Paraphrase_mini	hac	11
H1	kavi	kav	praatipadika	Paraphrase_mini	louvain	2
H1	kavi	kav	praatipadika	Paraphrase_mini	leiden	3
H1	kavi	kavi/	praatipadika	orginal	orginal	27
H1	kavi	kavi/	praatipadika	Paraphrase_mini	k_hop	7
H1	kavi	kavi/	praatipadika	Paraphrase_mini	hac	22
H1	kavi	kavi/	praatipadika	Paraphrase_mini	louvain	5
H1	kavi	kavi/	praatipadika	Paraphrase_mini	leiden	6
H1	kf	kf	dhaatu	orginal	orginal	3
H1	kf	kf	dhaatu	Paraphrase_mini	k_hop	3
H1	kf	kf	dhaatu	Paraphrase_mini	hac	3
H1	kf	kf	dhaatu	Paraphrase_mini	louvain	3
H1	kf	kf	dhaatu	Paraphrase_mini	leiden	3
H1	mad	mad	dhaatu	orginal	orginal	3
H1	mad	mad	dhaatu	Paraphrase_mini	k_hop	5
H1	mad	mad	dhaatu	Paraphrase_mini	hac	13
H1	mad	mad	dhaatu	Paraphrase_mini	louvain	5
H1	mad	mad	dhaatu	Paraphrase_mini	leiden	5
H1	muc	muc	dhaatu	orginal	orginal	5
H1	muc	muc	dhaatu	Paraphrase_mini	k_hop	3
H1	muc	muc	dhaatu	Paraphrase_mini	hac	33
H1	muc	muc	dhaatu	Paraphrase_mini	louvain	6
H1	muc	muc	dhaatu	Paraphrase_mini	leiden	7
H1	prakfti	pra-kfti	cpd-praatipadika	orginal	orginal	25
H1	prakfti	pra-kfti	cpd-praatipadika	Paraphrase_mini	k_hop	10
H1	prakfti	pra-kfti	cpd-praatipadika	Paraphrase_mini	hac	42
H1	prakfti	pra-kfti	cpd-praatipadika	Paraphrase_mini	louvain	10
H1	prakfti	pra-kfti	cpd-praatipadika	Paraphrase_mini	leiden	11
H1	rUpa	rUpa/	praatipadika	orginal	orginal	26
H1	rUpa	rUpa/	praatipadika	Paraphrase_mini	k_hop	7
H1	rUpa	rUpa/	praatipadika	Paraphrase_mini	hac	35
H1	rUpa	rUpa/	praatipadika	Paraphrase_mini	louvain	7
H1	rUpa	rUpa/	praatipadika	Paraphrase_mini	leiden	9
H1	rasa	ra/sa	praatipadika	orginal	orginal	32
H1	rasa	ra/sa	praatipadika	Paraphrase_mini	k_hop	8
H1	rasa	ra/sa	praatipadika	Paraphrase_mini	hac	40
H1	rasa	ra/sa	praatipadika	Paraphrase_mini	louvain	8
H1	rasa	ra/sa	praatipadika	Paraphrase_mini	leiden	9
H1	saha	saha/	avyaya	orginal	orginal	3
H1	saha	saha/	avyaya	Paraphrase_mini	k_hop	2
H1	saha	saha/	avyaya	Paraphrase_mini	hac	4
H1	saha	saha/	avyaya	Paraphrase_mini	louvain	4
H1	saha	saha/	avyaya	Paraphrase_mini	leiden	5
H1	saha	saha/	praatipadika	orginal	orginal	14
H1	saha	saha/	praatipadika	Paraphrase_mini	k_hop	3
H1	saha	saha/	praatipadika	Paraphrase_mini	hac	16
H1	saha	saha/	praatipadika	Paraphrase_mini	louvain	4
H1	saha	saha/	praatipadika	Paraphrase_mini	leiden	7
H1	sarva	sa/rva	praatipadika	orginal	orginal	8
H1	sarva	sa/rva	praatipadika	Paraphrase_mini	k_hop	3
H1	sarva	sa/rva	praatipadika	Paraphrase_mini	hac	7
H1	sarva	sa/rva	praatipadika	Paraphrase_mini	louvain	3
H1	sarva	sa/rva	praatipadika	Paraphrase_mini	leiden	5
H1	su	su	dhaatu	orginal	orginal	4
H1	su	su	dhaatu	Paraphrase_mini	k_hop	1
H1	su	su	dhaatu	Paraphrase_mini	hac	6
H1	su	su	dhaatu	Paraphrase_mini	louvain	2
H1	su	su	dhaatu	Paraphrase_mini	leiden	4
H1	su	su/	upasarga	orginal	orginal	1
H1	su	su/	upasarga	Paraphrase_mini	k_hop	2
H1	su	su/	upasarga	Paraphrase_mini	hac	7
H1	su	su/	upasarga	Paraphrase_mini	louvain	3
H1	su	su/	upasarga	Paraphrase_mini	leiden	7
H1	tad	ta/d	praatipadika	orginal	orginal	10
H1	tad	ta/d	praatipadika	Paraphrase_mini	k_hop	3
H1	tad	ta/d	praatipadika	Paraphrase_mini	hac	8
H1	tad	ta/d	praatipadika	Paraphrase_mini	louvain	3
H1	tad	ta/d	praatipadika	Paraphrase_mini	leiden	9
H1	tad	tad	praatipadika	orginal	orginal	6
H1	tad	tad	praatipadika	Paraphrase_mini	k_hop	1
H1	tad	tad	praatipadika	Paraphrase_mini	hac	6
H1	tad	tad	praatipadika	Paraphrase_mini	louvain	2
H1	tad	tad	praatipadika	Paraphrase_mini	leiden	5
H1	tatas	ta/tas	praatipadika	orginal	orginal	17
H1	tatas	ta/tas	praatipadika	Paraphrase_mini	k_hop	1
H1	tatas	ta/tas	praatipadika	Paraphrase_mini	hac	7
H1	tatas	ta/tas	praatipadika	Paraphrase_mini	louvain	3
H1	tatas	ta/tas	praatipadika	Paraphrase_mini	leiden	7
H1	tu	tu	dhaatu	orginal	orginal	1
H1	tu	tu	dhaatu	Paraphrase_mini	k_hop	4
H1	tu	tu	dhaatu	Paraphrase_mini	hac	5
H1	tu	tu	dhaatu	Paraphrase_mini	louvain	4
H1	tu	tu	dhaatu	Paraphrase_mini	leiden	4
H1	tu	tu/	avyaya	orginal	orginal	12
H1	tu	tu/	avyaya	Paraphrase_mini	k_hop	3
H1	tu	tu/	avyaya	Paraphrase_mini	hac	7
H1	tu	tu/	avyaya	Paraphrase_mini	louvain	5
H1	tu	tu/	avyaya	Paraphrase_mini	leiden	5
H1	uttara	u/t-tara	cpd-praatipadika	orginal	orginal	2
H1	uttara	u/t-tara	cpd-praatipadika	Paraphrase_mini	k_hop	1
H1	uttara	u/t-tara	cpd-praatipadika	Paraphrase_mini	hac	1
H1	uttara	u/t-tara	cpd-praatipadika	Paraphrase_mini	louvain	1
H1	uttara	u/t-tara	cpd-praatipadika	Paraphrase_mini	leiden	1
H1	uttara	u/ttara	praatipadika	orginal	orginal	27
H1	uttara	u/ttara	praatipadika	Paraphrase_mini	k_hop	7
H1	uttara	u/ttara	praatipadika	Paraphrase_mini	hac	31
H1	uttara	u/ttara	praatipadika	Paraphrase_mini	louvain	6
H1	uttara	u/ttara	praatipadika	Paraphrase_mini	leiden	9
H1	vac	vac	dhaatu	orginal	orginal	1
H1	vac	vac	dhaatu	Paraphrase_mini	k_hop	1
H1	vac	vac	dhaatu	Paraphrase_mini	hac	12
H1	vac	vac	dhaatu	Paraphrase_mini	louvain	4
H1	vac	vac	dhaatu	Paraphrase_mini	leiden	6
H1	yoga	yo/ga	praatipadika	orginal	orginal	38
H1	yoga	yo/ga	praatipadika	Paraphrase_mini	k_hop	9
H1	yoga	yo/ga	praatipadika	Paraphrase_mini	hac	63
H1	yoga	yo/ga	praatipadika	Paraphrase_mini	louvain	7
H1	yoga	yo/ga	praatipadika	Paraphrase_mini	leiden	11
H1	yuj	yu/j	dhaatu	orginal	orginal	10
H1	yuj	yu/j	dhaatu	Paraphrase_mini	k_hop	4
H1	yuj	yu/j	dhaatu	Paraphrase_mini	hac	18
H1	yuj	yu/j	dhaatu	Paraphrase_mini	louvain	4
H1	yuj	yu/j	dhaatu	Paraphrase_mini	leiden	6
H1	yuj	yuj	dhaatu	orginal	orginal	1
H1	yuj	yuj	dhaatu	Paraphrase_mini	k_hop	3
H1	yuj	yuj	dhaatu	Paraphrase_mini	hac	50
H1	yuj	yuj	dhaatu	Paraphrase_mini	louvain	7
H1	yuj	yuj	dhaatu	Paraphrase_mini	leiden	10
H1	BAva	BAva/	praatipadika	orginal	orginal	30
H1	BAva	BAva/	praatipadika	qwen	k_hop	36
H1	BAva	BAva/	praatipadika	qwen	hac	1
H1	BAva	BAva/	praatipadika	qwen	louvain	31
H1	BAva	BAva/	praatipadika	qwen	leiden	32
H1	BU	BU	dhaatu	orginal	orginal	2
H1	BU	BU	dhaatu	qwen	k_hop	2
H1	BU	BU	dhaatu	qwen	hac	1
H1	BU	BU	dhaatu	qwen	louvain	2
H1	BU	BU	dhaatu	qwen	leiden	2
H1	BU	BU/	dhaatu	orginal	orginal	14
H1	BU	BU/	dhaatu	qwen	k_hop	12
H1	BU	BU/	dhaatu	qwen	hac	1
H1	BU	BU/	dhaatu	qwen	louvain	11
H1	BU	BU/	dhaatu	qwen	leiden	13
H1	Darma	Da/rma	praatipadika	orginal	orginal	27
H1	Darma	Da/rma	praatipadika	qwen	k_hop	25
H1	Darma	Da/rma	praatipadika	qwen	hac	1
H1	Darma	Da/rma	praatipadika	qwen	louvain	23
H1	Darma	Da/rma	praatipadika	qwen	leiden	23
H1	Darma	Darma	naama-dhaatu	orginal	orginal	1
H1	Darma	Darma	naama-dhaatu	qwen	k_hop	2
H1	Darma	Darma	naama-dhaatu	qwen	hac	1
H1	Darma	Darma	naama-dhaatu	qwen	louvain	2
H1	Darma	Darma	naama-dhaatu	qwen	leiden	2
H1	agra	a/gra	praatipadika	orginal	orginal	15
H1	agra	a/gra	praatipadika	qwen	k_hop	11
H1	agra	a/gra	praatipadika	qwen	hac	1
H1	agra	a/gra	praatipadika	qwen	louvain	13
H1	agra	a/gra	praatipadika	qwen	leiden	14
H1	agra	agra	praatipadika	orginal	orginal	1
H1	agra	agra	praatipadika	qwen	k_hop	1
H1	agra	agra	praatipadika	qwen	hac	1
H1	agra	agra	praatipadika	qwen	louvain	1
H1	agra	agra	praatipadika	qwen	leiden	1
H1	arTa	a/rTa	praatipadika	orginal	orginal	15
H1	arTa	a/rTa	praatipadika	qwen	k_hop	18
H1	arTa	a/rTa	praatipadika	qwen	hac	1
H1	arTa	a/rTa	praatipadika	qwen	louvain	18
H1	arTa	a/rTa	praatipadika	qwen	leiden	19
H1	banD	banD	dhaatu	orginal	orginal	1
H1	banD	banD	dhaatu	qwen	k_hop	17
H1	banD	banD	dhaatu	qwen	hac	1
H1	banD	banD	dhaatu	qwen	louvain	14
H1	banD	banD	dhaatu	qwen	leiden	15
H1	brahman	bra/hman	praatipadika	orginal	orginal	11
H1	brahman	bra/hman	praatipadika	qwen	k_hop	15
H1	brahman	bra/hman	praatipadika	qwen	hac	1
H1	brahman	bra/hman	praatipadika	qwen	louvain	14
H1	brahman	bra/hman	praatipadika	qwen	leiden	14
H1	brahman	brahma/n	praatipadika	orginal	orginal	16
H1	brahman	brahma/n	praatipadika	qwen	k_hop	13
H1	brahman	brahma/n	praatipadika	qwen	hac	1
H1	brahman	brahma/n	praatipadika	qwen	louvain	14
H1	brahman	brahma/n	praatipadika	qwen	leiden	14
H1	citra	citra	praatipadika	orginal	orginal	1
H1	citra	citra	praatipadika	qwen	k_hop	2
H1	citra	citra	praatipadika	qwen	hac	1
H1	citra	citra	praatipadika	qwen	louvain	2
H1	citra	citra	praatipadika	qwen	leiden	2
H1	citra	citra/	praatipadika	orginal	orginal	33
H1	citra	citra/	praatipadika	qwen	k_hop	23
H1	citra	citra/	praatipadika	qwen	hac	1
H1	citra	citra/	praatipadika	qwen	louvain	22
H1	citra	citra/	praatipadika	qwen	leiden	23
H1	dfS	df/S	praatipadika	orginal	orginal	7
H1	dfS	df/S	praatipadika	qwen	k_hop	4
H1	dfS	df/S	praatipadika	qwen	hac	1
H1	dfS	df/S	praatipadika	qwen	louvain	4
H1	dfS	df/S	praatipadika	qwen	leiden	5
H1	dfS	dfS	praatipadika	orginal	orginal	1
H1	dfS	dfS	praatipadika	qwen	k_hop	5
H1	dfS	dfS	praatipadika	qwen	hac	1
H1	dfS	dfS	praatipadika	qwen	louvain	7
H1	dfS	dfS	praatipadika	qwen	leiden	9
H1	eka	e/ka	praatipadika	orginal	orginal	12
H1	eka	e/ka	praatipadika	qwen	k_hop	4
H1	eka	e/ka	praatipadika	qwen	hac	1
H1	eka	e/ka	praatipadika	qwen	louvain	7
H1	eka	e/ka	praatipadika	qwen	leiden	10
H1	eva	e/va	praatipadika	orginal	orginal	5
H1	eva	e/va	praatipadika	qwen	k_hop	5
H1	eva	e/va	praatipadika	qwen	hac	1
H1	eva	e/va	praatipadika	qwen	louvain	6
H1	eva	e/va	praatipadika	qwen	leiden	6
H1	eva	eva/	avyaya	orginal	orginal	4
H1	eva	eva/	avyaya	qwen	k_hop	4
H1	eva	eva/	avyaya	qwen	hac	1
H1	eva	eva/	avyaya	qwen	louvain	5
H1	eva	eva/	avyaya	qwen	leiden	10
H1	gam	gam	dhaatu	orginal	orginal	1
H1	gam	gam	dhaatu	qwen	k_hop	11
H1	gam	gam	dhaatu	qwen	hac	1
H1	gam	gam	dhaatu	qwen	louvain	10
H1	gam	gam	dhaatu	qwen	leiden	12
H1	grah	grah	dhaatu	orginal	orginal	1
H1	grah	grah	dhaatu	qwen	k_hop	8
H1	grah	grah	dhaatu	qwen	hac	1
H1	grah	grah	dhaatu	qwen	louvain	8
H1	grah	grah	dhaatu	qwen	leiden	11
H1	han	han	dhaatu	orginal	orginal	1
H1	han	han	dhaatu	qwen	k_hop	1
H1	han	han	dhaatu	qwen	hac	1
H1	han	han	dhaatu	qwen	louvain	1
H1	han	han	dhaatu	qwen	leiden	1
H1	han	han	naama-dhaatu	orginal	orginal	1
H1	han	han	naama-dhaatu	qwen	k_hop	5
H1	han	han	naama-dhaatu	qwen	hac	1
H1	han	han	naama-dhaatu	qwen	louvain	5
H1	han	han	naama-dhaatu	qwen	leiden	6
H1	hari	ha/ri	praatipadika	orginal	orginal	31
H1	hari	ha/ri	praatipadika	qwen	k_hop	16
H1	hari	ha/ri	praatipadika	qwen	hac	1
H1	hari	ha/ri	praatipadika	qwen	louvain	15
H1	hari	ha/ri	praatipadika	qwen	leiden	15
H1	hari	hari	praatipadika	orginal	orginal	2
H1	hari	hari	praatipadika	qwen	k_hop	2
H1	hari	hari	praatipadika	qwen	hac	1
H1	hari	hari	praatipadika	qwen	louvain	2
H1	hari	hari	praatipadika	qwen	leiden	2
H1	hi	hi	dhaatu	orginal	orginal	1
H1	hi	hi	dhaatu	qwen	k_hop	2
H1	hi	hi	dhaatu	qwen	hac	1
H1	hi	hi	dhaatu	qwen	louvain	3
H1	hi	hi	dhaatu	qwen	leiden	5
H1	hi	hi/	avyaya	orginal	orginal	1
H1	hi	hi/	avyaya	qwen	k_hop	1
H1	hi	hi/	avyaya	qwen	hac	1
H1	hi	hi/	avyaya	qwen	louvain	1
H1	hi	hi/	avyaya	qwen	leiden	1
H1	hi	hi/	dhaatu	orginal	orginal	2
H1	hi	hi/	dhaatu	qwen	k_hop	5
H1	hi	hi/	dhaatu	qwen	hac	1
H1	hi	hi/	dhaatu	qwen	louvain	6
H1	hi	hi/	dhaatu	qwen	leiden	7
H1	kAla	kAla	praatipadika	orginal	orginal	25
H1	kAla	kAla	praatipadika	qwen	k_hop	13
H1	kAla	kAla	praatipadika	qwen	hac	1
H1	kAla	kAla	praatipadika	qwen	louvain	13
H1	kAla	kAla	praatipadika	qwen	leiden	13
H1	kAla	kAla/	praatipadika	orginal	orginal	13
H1	kAla	kAla/	praatipadika	qwen	k_hop	9
H1	kAla	kAla/	praatipadika	qwen	hac	1
H1	kAla	kAla/	praatipadika	qwen	louvain	10
H1	kAla	kAla/	praatipadika	qwen	leiden	11
H1	karman	ka/rman	praatipadika	orginal	orginal	12
H1	karman	ka/rman	praatipadika	qwen	k_hop	13
H1	karman	ka/rman	praatipadika	qwen	hac	1
H1	karman	ka/rman	praatipadika	qwen	louvain	14
H1	karman	ka/rman	praatipadika	qwen	leiden	14
H1	kavi	kav	praatipadika	orginal	orginal	4
H1	kavi	kav	praatipadika	qwen	k_hop	7
H1	kavi	kav	praatipadika	qwen	hac	1
H1	kavi	kav	praatipadika	qwen	louvain	7
H1	kavi	kav	praatipadika	qwen	leiden	8
H1	kavi	kavi/	praatipadika	orginal	orginal	27
H1	kavi	kavi/	praatipadika	qwen	k_hop	14
H1	kavi	kavi/	praatipadika	qwen	hac	1
H1	kavi	kavi/	praatipadika	qwen	louvain	12
H1	kavi	kavi/	praatipadika	qwen	leiden	12
